rating,title,content,date,author
5,"Love the app, please adapt to iPhone 16 pro and Max soon.","Been such a fan and having my friends downloading this app. Great work guys. 

Can we prioritize the camera button (on the iPhone 16 Pro/Max) feature’s integration with Dazz? Assuming the adaptation rate for camera obsessed fans are all upgrading to the 16s and I’d like to hit the camera button and open Dazz instead of the apple native camera. (In the future the team can consider to add the zoom in/out feature, but first let me have a quick way to access your app and capture more moment! 

Suggested actions upon hitting the button -> open+taking photo.",2024-09-23T17:14:18-07:00,WolfassTopXxxx
1,Bruh,Almost everything is behind a paywall.,2024-09-22T15:40:27-07:00,heylo9
5,Best Of The Best.,"Absolutely Grateful for this app. Seriously it has everything I need to create, thank you to the developers. Do yourself a favor and purchase Dazz Pro.",2024-09-22T06:54:59-07:00,YuNg $LuMp
5,Dazz cam,This is the most best app ever.,2024-09-17T23:45:35-07:00,Kfhufbfjs
1,Pictures very dark,Pictures very dark and wont record video,2024-09-17T14:19:43-07:00,mohsen ziyada
5,Greta app,Great app!,2024-09-15T00:52:03-07:00,12345677778977
5,version update,"really love the app, hope that it will be compatible with the new iPhone 16 camera button soon",2024-09-13T12:08:16-07:00,MichaelShawnWalean
5,5 stars!!,"It is so fun, and adds a little detail that makes the pictures a lot better!!",2024-09-08T06:09:26-07:00,God is so amazing!!
1,Hard to use.,Would be nice to see what a photo will look like before you edit it.,2024-09-07T08:57:18-07:00,TWXXL
1,Skip it unless you are using the camera feature,This app makes applying filters to photos you’ve already taken painstakingly tedious.,2024-09-03T16:38:49-07:00,bbkcow
5,Great app for anybody,This app improved a lot and has great features! Im not a robot btw if you thought but anyway like i was saying this app is great! Not only is it for iPhone but its also on Samsung! The only feature this great app needs is an option to add all your photos to there gallery but besides that this is one of thoes apps that you need to try,2024-09-03T11:09:25-07:00,ericsupersaiyan
5,Amazing all i can say well worth the momey,"Title, nuff said",2024-08-29T10:12:17-07:00,Subordinates
5,"Intuitive, fun, and good value!","Pro user here really enjoying the app

Feature ask: would love a way to save my favorite cameras",2024-08-27T20:14:30-07:00,"Cfdtylv,uthdy"
4,Love but missing some of the features,"My sister has this same app and has more features than I do. She is able to put white boarders around the photos she imports and takes but I’ve looked several times, deleted them redownloaded, and looked up what is wrong and can’t figure it out :/",2024-08-22T14:53:32-07:00,I am awsomer than you
5,Amazing range of styles/effects,"I looked through dozens of camera effect apps and found that they were either adding too much ‘effect’ without enough controls, or they were hidden behind big paywalls. Dazz offers so many photo and video styles, with controls for light, temperature, and other lens effects. Incredible app, worthy of my writing my first App Store review.",2024-08-19T08:18:42-07:00,SkittPhoto
5,Perfect,I refuse to take pictures any other way!,2024-08-15T18:49:15-07:00,DanielKtheRatingPersonn
5,So cool!,I wasn’t expecting to like it. It’s nice,2024-08-15T01:53:37-07:00,LoopDeveloper
5,Worth it!,Their effects for picture and video are spectacular. Been used this app for 4 years!,2024-08-11T21:25:21-07:00,Alex Reichelt
5,"11/10, photos look INCREDIBLE!","This app takes INCREDIBLE PHOTOS, especially with the CPM-35. I love this app already, and is now my primary camera app. Thank you devs for making this app useable and not having to pay for everything, I really appreciate it.

Note to devs:
-Could yall add more free video options like the JVC EVARIO? The video footage that the camera looks incredible, and it would be cool to see you replicate it in the app.
-Also, could you add a mode to lower pixel quality to match the original camera? Thatd be just an extra detail that could make a big difference.",2024-07-31T16:21:42-07:00,Relesc
5,I like it,Dope app! Well done developing team :),2024-07-20T22:25:21-07:00,The foxy girl
5,Dizz cam is the best,Dizz cam  is one of the famous camera apps ever,2024-07-19T22:38:24-07:00,𝒥ℴ𝓈𝒾𝒶𝒽 𝒹𝒶𝓃𝒾ℯ𝓁
5,love,I LOVE THIS FREAKING APP SO MUCH PLEASE GET,2024-07-17T20:20:39-07:00,layla c acosta
5,I love it,Best app Eva . Will only use this app take this pics,2024-07-12T08:09:54-07:00,Mel2473
5,Amo,Amo,2024-07-11T15:57:51-07:00,sdetrbxev
5,incredibly well made,"this app is unbelievable!! these effects are often random, so you get different grain/dust ect. the frames that look like film strips are also changing exactly like you are advancing through a roll of film 😳 the developers of this are obsessive and passionate",2024-07-11T00:30:26-07:00,cal9219
